Product URL,Item ID,Product ID,Category,Brand Name,Product Name,Regular Price,Special Price,Current Price,Short Description,Long Description,Product Information,Directions,Ingredients,SKU,Image URLs
https://www.catch.com.au/product/mineral-fusion-liquid-foundation-warm-3-30ml-6933886/,,6933886,"Health & Beauty, Make Up, Complexion, Foundations",Mineral Fusion,Mineral Fusion Liquid Foundation - Warm 3 - 30ml,123,,123,,"Mineral Fusion Liquid Foundation gives your skin that I-woke-up-like-this look thanks to its luxe, matte full coverage that won't streak, crease, or look anything but flawless.
Helps encourage firmer, more youthful skin with an antioxidant-rich blend of Green Tea, Pomegranate, Vitamin C, and Peptides. For a skin-soothing touch, Licorice Root, Aloe Vera, and Lavender combine for a seriously calming effect.
Warm 3 Golden - suitable for medium to tan skin with golden undertones.
Size: 1.0 fl oz. 30ml
Everything to Feel Good About:
Hypoallergenic - Cruelty Free - Vegan - No Harsh Ingredients - Talc Free - Fragrance Free - Paraben Free - Phthalate Free
Application:
So easy to apply, simply smooth on with your fingers and go. Blend with a brush if desired.
Ingredients:
Water (Aqua), Isopropyl Palmitate, Sorbitan Sesquioleate, Caprylic/Capric Triglyceride, Vegetable Glycerin, Silica, Mica, Cetearyl Alcohol, Potassium Cetyl Phosphate, Polysorbate 20, Dimethicone, Palmitoyl Tripeptide-5, Carthamus Tinctorius (Safflower) Seed Oil, Chamomilla Recutita (Matricaria) Flower Extract, Lavandula Angustifolia (Lavender) Flower Extract, Olea Europaea (Olive) Leaf Extract, Punica Granatum (Pomegranate) Extract, Aspalathus Linearis (Rooibos) Leaf Extract, Glycyrrhiza Glabra (Licorice) Leaf Extract, Aloe Barbadensis (Aloe Vera) Leaf Juice, Ascorbyl Palmitate, Tocopherol, Camellia Sinensis (Green Tea) Leaf Extract, Caprylyl Glycol, Ethylhexylglycerin, Hydroxyethylcellulose, Phenoxyethanol. May Contain (+/-): Iron Oxides, Titanium Dioxide.",,,,6933886,https://s.catch.com.au/images/product/0038/38649/5fbb486737ef0496050602.jpg
https://www.catch.com.au/product/bys-all-day-wear-foundation-natural-beige-10770629/,,10770629,"Health & Beauty, Make Up, Complexion, Foundations",BYS Cosmetics,BYS All Day Wear Foundation Natural Beige,11.95,,11.95,,"Achieve a flawless face base that lasts with BYS All Day Wear Foundation. This high performance, SPF 20 liquid foundation melts seamlessly into the skin and doesn't cake or flake. Offering buildable coverage, it's formulated with skin nurturing Argan Oil to help boost hydration levels, antioxidant Vitamin E to help keep skin soft and smooth, Peptides and Vitamin C to help promote good skin tone and Hyaluronic Acid to help restore skin elasticity.",,,,10770629,https://s.catch.com.au/images/product/0063/63514/64a562312d702674920715.jpg
https://www.catch.com.au/product/yves-saint-laurent-touche-eclat-le-teint-long-wear-glow-foundation-b40-sand-25ml-0-84oz-10415216/,,10415216,"Health & Beauty, Make Up, Complexion, Foundations",Yves Saint Laurent,Yves Saint Laurent Touche Eclat Le Teint Long Wear Glow Foundation  # B40 Sand 25ml/0.84oz,103.44,103.44,103.44,,"A radiant, full coverage & protective foundation   Unique pigment coating technology gives even makeup results   Offers 24 hours of hydration in a weightless creamy texture  Enriched with marigold bloom & mallow flower to protect skin from dryness & pollution  Loaded with Macadamia oil to enhance skin’s luminosity all day long  Protects skin against harmful UV rays with SPF 10  Leaves skin brighter-looking & more even toned  Suitable for sensitive skin   Non-comedogenic & dermatologist-tested",,,,10415216,https://s.catch.com.au/images/product/0156/156700/6575d34c6fcba528181780.jpg
https://www.catch.com.au/product/shiseido-synchro-skin-radiant-lifting-foundation-230-alder-30ml-1-2oz-7364283/,,7364283,"Health & Beauty, Make Up, Complexion, Foundations",Shiseido,Shiseido Synchro Skin Radiant Lifting Foundation  # 230 Alder 30ml/1.2oz,66.94,65.4,66.94,,"A medium-to-full coverage, weightless liquid foundation  Contains microcrystals & luminous pearls for a smoother, firmer skin canvas to optimally reflect light  Infused with mandarin peel extract to support skin’s radiance  Loaded with an exclusive blend of humectants to bind moisture to skin for 24-hour hydration  Protects skin against harmful UV rays with SPF 30  Available in a wide array of shades for matching",,,,7364283,https://s.catch.com.au/images/product/0156/156700/6575d34797988071348038.jpg
https://www.catch.com.au/product/vani-t-skin-perfector-hd-serum-foundation-f29-6512402/,,6512402,"Health & Beauty, Make Up, Complexion, Foundations",VANI-T,VANI-T Skin Perfector HD Serum Foundation F29,58.95,,58.95,,"If you love liquid foundation but crave some multitasking, skin-perfecting oomph, then the VANI-T Skin Perfector HD Serum Foundation is exactly what your skin ordered.
Skin Perfector HD Serum Foundation instantly gives a smooth, pore-diffusing finish that easily builds to medium to full coverage. Plus, it's chock-full of UV filters, vitamins, and antioxidants galore. These miracle workers combine to soak up excess oils and nasty toxins, helping to improve skin tone, reduce pore size and brighten your skin.
Slippery, greasy and shiny foundation begone! Our matte, oil-free serum foundation is made with climate-adaptive technology that’s resistant to sweat and humidity (it’s designed to play all day), and won’t clog pores (we’ve got you, oily skinned babes). Totally weightless means you won’t even know you’re wearing it, and the flawless finish means neither will anyone else.
Long wearing, buildable coverage and a cake-free, nourished visage. Consider this your daily skin elixir.",,,,6512402,"https://s.catch.com.au/images/product/0034/34127/5f21205809436241553641.png,
https://s.catch.com.au/images/product/0034/34127/5f212058cf6f6964206500.jpg"
https://www.catch.com.au/product/hanami-vegan-cruelty-free-and-10-free-nail-polish-octopuss-garden-15-ml-6127355/,,6127355,"Health & Beauty, Make Up, Complexion, Foundations",Hanami Cosmetics,"Hanami Vegan, Cruelty Free and 10 Free Nail Polish - Octopus's Garden 15 ml",21.95,21.95,21.95,,"So why not show yours some love by treating your nails to a coat or two (or three if you just cannot stop yourself) of this super smooth, non chipping vegan and natural nail polish. Even the nail polish brush is vegan. Oh, and did we mention its free from the nasty chemicals most varnishes are made from? Ten Free Breathable & Water Permeable Formula means: free from DBP, toluene, formaldehyde, formaldehyde resin, camphor, parabens, xylene, ethyl tosylamide, fragrances and animal ingredients. Hanami also have also got rid of benzophenone-1 and styrene from their formula - way less chemicals and so much better for you than commercial nail polish!
Key Features
Vegan  Cruelty free  PETA certified  Australian made
Usage
To get the most out of Hanami 10 free nail polish, it's important to always start your manicure with clean nailsGive each nail a gentle wipe with nail polish remover to remove any dirt or oilSweep the brush over each fingernail from base to tip, allow to dryApply over second coat of color for a long wearing, chip-resistant finishFor a longer wearing, chip resistant finish, seal with either Hanami Top & Base Coat or Matte Top CoatIngredients
Ethyl Acetate, Butyl Acetate, Nitrocellulose, Adipic Acid/Neopentyl Glycol/TrimellItic Anhydride Copolymer, Acetyl Tributyl Citrate, Isopropyl Alcohol, Trimethyl siloxysilicate, Stearalkonium Bentonite, N-Butyl Alcohol, Acrylates Copolymer, Polyvinyl Butyral, Trimethyl Pentanediyl Dibenzoate, Mica (CI77019), Polyethylene Terephthalate. May Contain +/-: CI 15850 Red 7 Lake, CI 15850 Red 6 Lake, CI 77499 Black Iron Oxide, CI 77891 Titanium Dioxide, CI 15880 Red 34 Lake, CI 77163 Bismuth Oxychloride, CI 77491 Iron Oxide, CI 77510 Ferric Ferrocyanide, CI 19140 Yellow 5 Lake, CI 45380 Red 22, CI 60725 Violet 2, CI 47005 Yellow 10, CI 47000 Yellow 11, CI 77000 Aluminium Powder, CI 42090 Blue 1, CI 77007 Ultramarine Blue, CI 60730 Violet 2 EXT, CI 45410 Red 28, Silica.",,,,6127355,"https://s.catch.com.au/images/product/0126/126810/64e74bd4ae95e075982814.png,
https://s.catch.com.au/images/product/0126/126810/64e74bd535e0d448009140.png"
https://www.catch.com.au/product/inika-loose-mineral-foundation-spf25-8g-trust-11812664/,,11812664,"Health & Beauty, Make Up, Complexion, Foundations",INIKA,INIKA Loose Mineral Foundation SPF25 8g - Trust,69,,69,,"INIKA Loose Mineral Foundation SPF25 is a best-selling foundation that uses the power of natural mica and zinc to blur imperfections and mattify skin for a natural makeup look that lasts all day long.
Recommended Skin Types: All Skin Types
Coverage: Medium
Finish: Matte
PRODUCT DESCRIPTION
USAGE & INGREDIENTS",,,"Key Ingredients: 
Mineral Mica, Zinc Oxide",11812664,"https://s.catch.com.au/images/product/0068/68936/64e88d654ab4f307915953.jpg,
https://s.catch.com.au/images/product/0144/144534/64e88d65a03d0285177980.jpg"
https://www.catch.com.au/product/cinema-secrets-ultralucent-setting-powder-soft-light-19g-0-67oz-6390972/,,6390972,"Health & Beauty, Make Up, Complexion, Foundations",Cinema Secrets,Cinema Secrets Ultralucent Setting Powder  # Soft Light 19g/0.67oz,35.94,,35.94,,"An ultra-fine, mineral-based loose powder  Vegan, organic & moisture-resistant formula allows skin to breathe easily  Contains triple-milled tapioca starch, rosemary & sage leaf extract  Helps prevent shine & controls oil while locking in makeup  Talc-free, paraben-free & cruelty-free  Available in a range of shades to match any skin tone",,,,6390972,https://s.catch.com.au/images/product/0156/156698/6575d30a48845353787400.jpg
https://www.catch.com.au/product/inika-certified-organic-loose-mineral-foundation-powder-spf-25-joy-6792710/,,6792710,"Health & Beauty, Make Up, Complexion, Foundations",Inika Organic,INIKA Certified Organic Loose Mineral Foundation Powder SPF 25 - Joy,49,,49,,"The ultimate flawless, buildable coverage with 100% natural ingredients. It can be worn alone or over liquid foundation for an even and long-lasting finish.
PRODUCT DESCRIPTION Silky texture results in an airbrushed finish that won't dry out the skin. Pure earth-derived minerals work to even the skin tone and disguise conditions such as acne, scarring, rosacea or pigmentation. Naturally-derived Titanium and Zinc Oxide provide chemical-free sun protection (SPF 25) to safeguard the skin against harmful UV rays. Key Benefits: ; 100% pure Earth-derived minerals offer effortless blending and an airbrushed finish.Buildable coverage.Free from fillers and harsh chemicals.Won’t clog pores or irritate skin. USAGE & INGREDIENTS  Directions of Use : ;
Turn the internal sifter lid to control the amount of product dispensed.  Replace lid and gently tap to release powder.  Slowly and carefully remove lid while keeping product upright to help prevent mess.  Pick up a small amount of powder with your Vegan Kabuki or Vegan Foundation Brush, and swirl around in the lid to evenly coat for flawless application.  Apply in light, circular motions.  Repeat to build coverage in areas as needed.
Ingredients : ;
Mica (CI 77019); Zinc Oxide (CI 77947); Titanium Dioxide (CI 77891); Iron Oxides (CI 77491, CI 77492, CI77499); Ultramarines (CI 77007).",,,,6792710,"https://s.catch.com.au/images/product/0054/54230/6193d7c6d806f237604232.jpg,
https://s.catch.com.au/images/product/0054/54230/6193d7c732691427643942.jpg"
https://www.catch.com.au/product/zuii-organic-certified-organic-flora-eyeshadow-sapphire-1-5-g-6184402/,,6184402,"Health & Beauty, Make Up, Complexion, Foundations",Zuii Organic,Zuii Organic Certified Organic Flora Eyeshadow Sapphire (1.5 g),24.95,,24.95,,"Zuii Organic unique talc free certified organic floral blend of rose, chamomile and jasmine powders enriched with natural vitamins and minerals delivers both a subtle and sophisticated colour palette to soothe and nourish your eyelids plus vibrant, full pigment shades for dynamic effects. Vegan & cruelty free.
Suggestions
Base Colours - Mustard & Chestnut  Highlighters - Vanilla Frost, White Diamond & Purple Ice  Shaders - Bronze, Black Diamond, Moss, Slate, Sapphire",,,,6184402,"https://s.catch.com.au/images/product/0133/133147/64dc242d12a45988874679.png,
https://s.catch.com.au/images/product/0133/133147/64dc242dd005c501600622.jpg,
https://s.catch.com.au/images/product/0133/133147/64dc242e21ed7596376977.png"
